ARREST DATE,TOP CHARGE DESCRIPTION,HOME PSA,CRIME / ARREST PSA
4/21/2014 ,SIMPLE ASSAULT,604,304
4/21/2014 ,SIMPLE ASSAULT,402,402
4/21/2014 ,ROBBERY SNATCH OR PURSESNATCH,602,703
4/21/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,405,407
4/21/2014 ,THREATS (MISD),704,407
4/21/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,604,409
4/21/2014 ,APO (MISD),604,604
4/21/2014 ,ROBBERY SNATCH OR PURSESNATCH,606,207
4/21/2014 ,CARRYING DANGEROUS WEAPON,OUT OF STATE ,102
4/21/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),108,202
4/21/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),702,202
4/21/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),OUT OF STATE ,202
4/22/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,503,JPC
4/22/2014 ,POSSESSION OF PROHIBITED WEAPON (PPW-B),507,302
4/22/2014 ,FAILURE TO APPEAR,507,COURT
4/22/2014 ,THREATS (MISD),701,507
4/22/2014 ,POSSESSION OF PROHIBITED WEAPON (PPW-B),602,608
4/22/2014 ,THREATS (MISD),601,504
4/22/2014 ,FAILURE TO APPEAR,701,701
4/22/2014 ,THREATS (FELONY),206,405
4/23/2014 ,JUVENILE CUSTODY ORDER - PREPETITION,703,703
4/23/2014 ,SIMPLE ASSAULT,705,304
4/23/2014 ,FIRST DEGREE CHILD SEX ABUSE,703,407
4/23/2014 ,POSSESSION OF PROHIBITED WEAPON (B),702,602
4/23/2014 ,THEFT 2 (THEFT F/BUILDING),304,302
4/23/2014 ,APO (MISD),502,504
4/23/2014 ,CARRYING A PISTOL,706,706
4/23/2014 ,AFFRAYS,603,602
4/23/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,601,601
4/23/2014 ,UNAUTHORIZED USE OF A VEHICLE,604,604
4/23/2014 ,UNLAWFUL ENTRY,706,708
4/23/2014 ,THREATS (FELONY),UNK ,104
4/23/2014 ,"ROBBERY, SNATCH",507,507
4/23/2014 ,BURGLARY TWO,105,105
4/24/2014 ,SIMPLE ASSAULT,702,702
4/24/2014 ,SIMPLE ASSAULT,402,402
4/24/2014 ,FAILURE TO APPEAR,701,JPC
4/24/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,602,604
4/24/2014 ,SIMPLE ASSAULT,703,707
4/24/2014 ,ASSAULT ON A POLICE OFFICER [MISD],602,502
4/24/2014 ,POSSESSION OF UNREGISTERED FIREARM,405,405
4/24/2014 ,DISORDERLY CONDUCT,701,701
4/25/2014 ,AGGRAVATED ASSAULT,706,602
4/25/2014 ,THREATS (FELONY),703,704
4/26/2014 ,FIRST DEGREE CHILD SEX ABUSE,603,601
4/26/2014 ,APO (FELONY),703,101
4/26/2014 ,SHOPLIFTING,703,101
4/26/2014 ,APO (MISD),703,101
4/26/2014 ,FLEEING - MISDEMEANOR,607,607
4/26/2014 ,THEFT 1 F/AUTO: THEFT F/MOTOR VEHICLE,UNK ,104
4/27/2014 ,SIMPLE ASSAULT,602,602
4/27/2014 ,"ROBBERY, FORCE & VIOLENCE",703,103
4/27/2014 ,"ROBBERY, FORCE & VIOLENCE",702,103
4/27/2014 ,UCSA POSSESSION MARIJUANA,404,302
4/27/2014 ,SIMPLE ASSAULT,601,601
4/27/2014 ,JUVENILE CUSTODY ORDER - PREPETITION,502,507
4/27/2014 ,DESTRUCTION OF PROPERTY - MISD,701,701
4/28/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,407,JPC
4/28/2014 ,"ROBBERY, FORCE & VIOLENCE",507,507
4/28/2014 ,SIMPLE ASSAULT,706,707
4/28/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,604,701
4/28/2014 ,UCSA POSSESSION MARIJUANA,707,701
4/28/2014 ,FAILURE TO APPEAR,701,701
4/29/2014 ,SIMPLE ASSAULT,408,408
4/29/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,407,JPC
4/29/2014 ,AFFRAYS,303,607
4/29/2014 ,AFFRAYS,703,607
4/29/2014 ,AFFRAYS,703,607
4/29/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,602,JPC
4/29/2014 ,SIMPLE ASSAULT,603,603
4/29/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,107,603
4/29/2014 ,SIMPLE ASSAULT,602,602
4/29/2014 ,DESTRUCTION OF PROPERTY - MISD,702,702
4/29/2014 ,SIMPLE ASSAULT,601,403
4/29/2014 ,NO PERMIT,604,604
4/29/2014 ,DESTRUCTION OF PROPERTY - MISD,405,405
4/30/2014 ,ESCAPE (FROM OFFICER OR INSTITUTION),706,COURT
4/30/2014 ,FAILURE TO APPEAR,402,COURT
4/30/2014 ,SIMPLE ASSAULT,603,707
4/30/2014 ,POSSESSION OF PROHIBITED WEAPON (PPW-B),605,108
4/30/2014 ,SIMPLE ASSAULT,OUT OF STATE ,707
4/30/2014 ,METRO - FAIL TO PAY FARE,304,405
4/30/2014 ,SIMPLE ASSAULT,707,507
4/30/2014 ,SIMPLE ASSAULT,604,604
4/30/2014 ,"ROBBERY, FORCE & VIOLENCE",602,602
5/1/2014 ,FAILURE TO APPEAR,603,COURT
5/1/2014 ,"ROBBERY, FORCE & VIOLENCE",703,703
5/1/2014 ,BURGLARY TWO,407,407
5/1/2014 ,BURGLARY TWO,407,407
5/1/2014 ,SIMPLE ASSAULT,706,706
5/1/2014 ,ROBBERY,407,407
5/1/2014 ,SIMPLE ASSAULT,604,703
5/1/2014 ,THREATS (MISD),307,301
5/1/2014 ,ADW GUN,705,705
5/1/2014 ,SIMPLE ASSAULT,705,707
5/1/2014 ,THEFT SECOND DEGREE,602,608
5/1/2014 ,SIMPLE ASSAULT,702,607
5/1/2014 ,ASSAULT ON A POLICE OFFICER [MISD],208,304
5/1/2014 ,THREATS TO DO BODILY HARM - MISD,106,106
5/1/2014 ,APO (MISD),307,304
5/1/2014 ,"ROBBERY, FORCE & VIOLENCE",304,302
5/2/2014 ,CONTEMPT - CONDITION OF RELEASE VIOLATION,705,102
5/2/2014 ,THREATS TO DO BODILY HARM - MISD,706,706
5/2/2014 ,FUGITIVE FROM JUSTICE,506,JPC
5/2/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,705,705
5/2/2014 ,POSSESSION OF A LARGE CAPACITY AMMUNITION FEEDING DEVICE (A) ,308,308
5/2/2014 ,AFFRAYS,607,703
5/2/2014 ,ATTEMPTED (ATTEMPT OR CONSPIRES TO COMMIT ANY OFFENSE CSA)  ,106,607
5/2/2014 ,THEFT SECOND DEGREE,106,607
5/3/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,603,603
5/3/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,505,303
5/3/2014 ,SIMPLE ASSAULT,705,705
5/3/2014 ,SIMPLE ASSAULT,105,103
5/3/2014 ,ADW GUN,105,204
5/3/2014 ,SIMPLE ASSAULT,601,103
5/3/2014 ,CARRY PISTOL W/O LIC-OUTSIDE HOME/BUSINES,308,308
5/4/2014 ,POSSESSION OF AN OPEN CONTAINER OF ALCOHOL,OUT OF STATE ,204
5/4/2014 ,FIRST DEGREE CHILD SEX ABUSE,701,701
5/4/2014 ,DESTRUCTION OF PROPERTY - MISD,605,605
5/4/2014 ,THREATS (FELONY),403,403
5/4/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,601,502
5/4/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,603,JPC
5/5/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,503,701
5/5/2014 ,THREATS (FELONY),602,602
5/5/2014 ,DISORDERLY CONDUCT,OUT OF STATE ,703
5/5/2014 ,SIMPLE ASSAULT,602,602
5/5/2014 ,"ROBBERY, FEAR",604,604
5/5/2014 ,ESCAPE FROM INSTITUTION OR OFFICER,UNK ,703
5/5/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),504,403
5/5/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),406,403
5/5/2014 ,SIMPLE ASSAULT,505,407
5/5/2014 ,SIMPLE ASSAULT,705,705
5/6/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,302,JPC
5/6/2014 ,THREATS (MISD),608,507
5/6/2014 ,DISORDERLY CONDUCT,602,602
5/6/2014 ,APO (MISD),603,603
5/6/2014 ,POSSESSION OF PROHIBITED WEAPON (B),105,107
5/6/2014 ,POSSESSION OF PROHIBITED WEAPON (B),702,107
5/6/2014 ,"POSSESSION OF PROHIBITED WEAPON (A) (BLACKJACK, GUN, KNIFE) ",706,703
5/6/2014 ,ASSAULT WITH SIGNIFICANT BODILY INJURY,505,603
5/6/2014 ,THEFT 2 F/AUTO: THEFT F/ MOTOR VEHICLE,409,302
5/6/2014 ,ROBBERY,OUT OF STATE ,701
5/7/2014 ,SIMPLE ASSAULT,705,404
5/7/2014 ,SIMPLE ASSAULT,707,707
5/7/2014 ,SIMPLE ASSAULT,707,707
5/7/2014 ,SIMPLE ASSAULT,704,704
5/7/2014 ,ASSAULT WITH SIGNIFICANT BODILY INJURY,704,707
5/7/2014 ,ASSAULT WITH SIGNIFICANT BODILY INJURY,707,707
5/7/2014 ,THREATS (FELONY),703,607
5/7/2014 ,FUGITIVE FROM JUSTICE,304,JPC
5/7/2014 ,SIMPLE ASSAULT,507,507
5/7/2014 ,FRAUD,OUT OF STATE ,207
5/7/2014 ,ROBBERY SNATCH OR PURSESNATCH,UNK ,105
5/7/2014 ,THEFT I STOLEN AUTO,601,601
5/7/2014 ,ROBBERY SNATCH OR PURSESNATCH,601,602
5/7/2014 ,RECEIVING STOLEN PROPERTY,601,102
5/8/2014 ,JUVENILE CUSTODY ORDER - FTA,407,708
5/8/2014 ,SIMPLE ASSAULT,608,608
5/8/2014 ,THREATS TO DO BODILY HARM - MISD,402,304
5/8/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,701,COURT
5/8/2014 ,DESTRUCTION OF PROPERTY - MISD,703,704
5/8/2014 ,SIMPLE ASSAULT,402,302
5/8/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,503,503
5/8/2014 ,SIMPLE ASSAULT,704,406
5/8/2014 ,DISORDERLY CONDUCT - INCITING VIOLENCE,702,702
5/8/2014 ,SIMPLE ASSAULT,507,507
5/9/2014 ,POSSESSION OF UNREGISTERED FIREARM,603,603
5/9/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,304,JPC
5/9/2014 ,SIMPLE ASSAULT,201,608
5/9/2014 ,SIMPLE ASSAULT,601,608
5/9/2014 ,SIMPLE ASSAULT,406,JPC
5/9/2014 ,JUVENILE CUSTODY ORDER - FTA,103,507
5/9/2014 ,ATTEMPT TO COMMIT ROBBERY,605,202
5/9/2014 ,DESTRUCTION OF PROPERTY - MISD,706,706
5/9/2014 ,SIMPLE ASSAULT,608,608
5/9/2014 ,"ROBBERY, FORCE & VIOLENCE",507,108
5/9/2014 ,"ROBBERY, FORCE & VIOLENCE",605,308
5/9/2014 ,"ROBBERY, FORCE & VIOLENCE",704,308
5/9/2014 ,"ROBBERY, FORCE & VIOLENCE",403,403
5/10/2014 ,JUVENILE CUSTODY ORDER - FTA,703,JPC
5/10/2014 ,SIMPLE ASSAULT,706,705
5/10/2014 ,THREATS TO DO BODILY HARM - MISD,602,602
5/11/2014 ,APO (MISD),103,103
5/11/2014 ,CARRYING A PISTOL,705,306
5/11/2014 ,DESTRUCTION OF PROPERTY - MISD,604,604
5/11/2014 ,DESTRUCTION OF PROPERTY - MISD,705,705
5/12/2014 ,SIMPLE ASSAULT,505,505
5/12/2014 ,SIMPLE ASSAULT,106,108
5/12/2014 ,ADW OTHER DANGEROUS WEAPON,101,108
5/12/2014 ,SIMPLE ASSAULT,501,501
5/12/2014 ,POSSESSION OF BB GUN ON PUBLIC SPACE,702,607
5/12/2014 ,METRO - FAIL TO PAY FARE,505,505
5/12/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,602,603
5/12/2014 ,SIMPLE ASSAULT,105,105
5/13/2014 ,CARJACKING UNARMED,OUT OF STATE ,401
5/13/2014 ,UCSA POSSESSION MARIJUANA,603,603
5/13/2014 ,SIMPLE ASSAULT,707,501
5/13/2014 ,SIMPLE ASSAULT,703,501
5/13/2014 ,FUGITIVE FROM JUSTICE,706,COURT
5/13/2014 ,SIMPLE ASSAULT,OUT OF STATE ,409
5/13/2014 ,SIMPLE ASSAULT,OUT OF STATE ,101
5/13/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,304,306
5/14/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,505,COURT
5/14/2014 ,ROBBERY SNATCH OR PURSESNATCH,506,104
5/14/2014 ,JUVENILE CUSTODY ORDER - FTA,OUT OF STATE ,102
5/14/2014 ,SIMPLE ASSAULT,706,602
5/14/2014 ,SIMPLE ASSAULT,107,507
5/14/2014 ,SIMPLE ASSAULT,707,105
5/14/2014 ,POSSESSION OF PROHIBITED WEAPON (B),703,703
5/14/2014 ,UCSA PWID MARIJUANA,201,201
5/15/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,603,COURT
5/15/2014 ,SIMPLE ASSAULT,104,707
5/15/2014 ,DESTRUCTION OF PROPERTY - MISD,404,404
5/15/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,505,505
5/15/2014 ,ROBBERY SNATCH OR PURSESNATCH,708,506
5/15/2014 ,ROBBERY SNATCH OR PURSESNATCH,703,506
5/15/2014 ,ROBBERY SNATCH OR PURSESNATCH,502,504
5/15/2014 ,SIMPLE ASSAULT,603,604
5/15/2014 ,DISORDERLY CONDUCT,702,106
5/15/2014 ,DISORDERLY CONDUCT,603,106
5/15/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,604,COURT
5/15/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,604,105
5/15/2014 ,"ROBBERY, FORCE & VIOLENCE",506,104
5/16/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,702,JPC
5/16/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,704,602
5/16/2014 ,METRO - FAIL TO PAY FARE,504,504
5/16/2014 ,POSSESSION OF PROHIBITED WEAPON (PPW-B),703,703
5/16/2014 ,UCSA PWID MARIJUANA,OUT OF STATE ,705
5/16/2014 ,ABSCONDER W/ARREST,501,308
5/16/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,604,JPC
5/17/2014 ,SIMPLE ASSAULT,505,505
5/17/2014 ,"ROBBERY, FEAR",702,703
5/17/2014 ,"ROBBERY, FEAR",705,703
5/17/2014 ,"ROBBERY, FEAR",701,703
5/17/2014 ,ROBBERY SNATCH OR PURSESNATCH,702,702
5/17/2014 ,SIMPLE ASSAULT,405,102
5/17/2014 ,SIMPLE ASSAULT,402,402
5/18/2014 ,FAILURE TO APPEAR,308,706
5/18/2014 ,SIMPLE ASSAULT,705,705
5/18/2014 ,ASSAULT WITH SIGNIFICANT BODILY INJURY,608,608
5/18/2014 ,ATTEMPT TO COMMIT ROBBERY,503,503
5/18/2014 ,UCSA POSSESSION MARIJUANA,603,704
5/18/2014 ,DISORDERLY CONDUCT,703,703
5/19/2014 ,SIMPLE ASSAULT,608,608
5/19/2014 ,SIMPLE ASSAULT,604,604
5/19/2014 ,SIMPLE ASSAULT,701,701
5/19/2014 ,SIMPLE ASSAULT,407,504
5/19/2014 ,SIMPLE ASSAULT,402,402
5/19/2014 ,SIMPLE ASSAULT,402,402
5/19/2014 ,"ROBBERY, FORCE & VIOLENCE",706,708
5/19/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),502,502
5/19/2014 ,POSSESSION OF PROHIBITED WEAPON (PPW-B),704,702
5/19/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),502,502
5/19/2014 ,JUVENILE CUSTODY ORDER - FTA,601,604
5/19/2014 ,THEFT 2 (THEFT F/BUILDING),601,608
5/20/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,407,JPC
5/20/2014 ,SIMPLE ASSAULT,703,703
5/20/2014 ,"ROBBERY, FORCE & VIOLENCE",601,601
5/20/2014 ,JUVENILE CUSTODY ORDER - FTA,706,506
5/20/2014 ,ATTEMPT TO COMMIT ROBBERY,701,308
5/20/2014 ,"ROBBERY, FORCE & VIOLENCE",701,308
5/20/2014 ,SIMPLE ASSAULT,605,707
5/21/2014 ,"ROBBERY, FORCE & VIOLENCE",603,601
5/21/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,707,COURT
5/21/2014 ,JUVENILE CUSTODY ORDER - FTA,602,JPC
5/21/2014 ,AFFRAYS,702,704
5/21/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,OUT OF STATE ,608
5/21/2014 ,THREATS (FELONY),707,706
5/21/2014 ,NO PERMIT,407,409
5/21/2014 ,"ROBBERY, FEAR",601,701
5/21/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,608,COURT
5/22/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,103,103
5/22/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,703,JPC
5/22/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,706,603
5/22/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),502,302
5/22/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,708,708
5/22/2014 ,RECEIVING STOLEN PROPERTY-MISD,409,206
5/23/2014 ,BURGLARY TWO,703,703
5/23/2014 ,UNLAWFUL ENTRY,505,407
5/23/2014 ,"ASSAULT, STRIKE, WOUND, IMPRISON TO FOREIGN OFFICIAL",603,103
5/23/2014 ,THREATS (MISD),507,607
5/23/2014 ,RECEIVING STOLEN PROPERTY-MISD,308,402
5/23/2014 ,SIMPLE ASSAULT,708,708
5/23/2014 ,SIMPLE ASSAULT,602,602
5/24/2014 ,UNAUTHORIZED USE OF A VEHICLE,703,703
5/24/2014 ,UCSA POSSESSION MARIJUANA,403,402
5/24/2014 ,"ROBBERY, FORCE & VIOLENCE",605,105
5/24/2014 ,"ROBBERY, FORCE & VIOLENCE",405,105
5/24/2014 ,SIMPLE ASSAULT,OUT OF STATE ,708
5/24/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,106,106
5/24/2014 ,SIMPLE ASSAULT,105,105
5/24/2014 ,SIMPLE ASSAULT,105,105
5/24/2014 ,SIMPLE ASSAULT,308,506
5/24/2014 ,APO (MISD),606,606
5/24/2014 ,SIMPLE ASSAULT,106,106
5/25/2014 ,POSSESSION OF AN OPEN CONTAINER OF ALCOHOL,505,505
5/25/2014 ,THEFT 2 F/AUTO: THEFT F/ MOTOR VEHICLE,104,106
5/25/2014 ,FUGITIVE FROM JUSTICE,704,704
5/25/2014 ,ROBBERY SNATCH OR PURSESNATCH,601,601
5/25/2014 ,THEFT 2 F/AUTO: THEFT F/ MOTOR VEHICLE,608,603
5/26/2014 ,SIMPLE ASSAULT,105,602
5/26/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,106,302
5/26/2014 ,SIMPLE ASSAULT,707,607
5/26/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,706,106
5/26/2014 ,SIMPLE ASSAULT,603,603
5/26/2014 ,"ROBBERY, FORCE & VIOLENCE",402,403
5/27/2014 ,UNLAWFUL ENTRY,706,706
5/27/2014 ,UNLAWFUL ENTRY,706,706
5/27/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,704,704
5/27/2014 ,JUVENILE CUSTODY ORDER - FTA,406,406
5/27/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,608,JPC
5/27/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,507,JPC
5/27/2014 ,"ROBBERY, FORCE & VIOLENCE",705,707
5/27/2014 ,FUGITIVE FROM JUSTICE,702,JPC
5/27/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,106,107
5/28/2014 ,JUVENILE CUSTODY ORDER - FTA,507,COURT
5/28/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,608,JPC
5/28/2014 ,SIMPLE ASSAULT,705,705
5/28/2014 ,CARRY DANGEROUS WEAPON- MISD,301,703
5/28/2014 ,SIMPLE ASSAULT,605,107
5/28/2014 ,SIMPLE ASSAULT,507,107
5/28/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,602,604
5/28/2014 ,SEX ABUSE-MISD,302,304
5/28/2014 ,SIMPLE ASSAULT,608,107
5/28/2014 ,SIMPLE ASSAULT,603,107
5/28/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,507,604
5/29/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,603,603
5/29/2014 ,ROBBERY SNATCH OR PURSESNATCH,701,703
5/29/2014 ,ADW OTHER DANGEROUS WEAPON,507,104
5/29/2014 ,FALSE REPORT OF FIRE,308,JPC
5/29/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,607,JPC
5/29/2014 ,SIMPLE ASSAULT,608,608
5/29/2014 ,SIMPLE ASSAULT,608,608
5/29/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),502,304
5/29/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),107,304
5/29/2014 ,"ROBBERY, FORCE & VIOLENCE",504,403
5/29/2014 ,METRO - FAIL TO PAY FARE,706,505
5/29/2014 ,SIMPLE ASSAULT,704,308
5/29/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,605,COURT
5/30/2014 ,SIMPLE ASSAULT,OUT OF STATE ,707
5/30/2014 ,THEFT 2 F/AUTO: THEFT F/ MOTOR VEHICLE,106,107
5/30/2014 ,CARRY DANGEROUS WEAPON- MISD,UNK ,606
5/30/2014 ,THREATS TO DO BODILY HARM - MISD,608,608
5/30/2014 ,RECEIVING STOLEN PROPERTY,407,304
5/31/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,601,601
5/31/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,601,601
5/31/2014 ,THEFT 2 (THEFT F/BUILDING),706,207
5/31/2014 ,SIMPLE ASSAULT,602,602
5/31/2014 ,THEFT 2 (THEFT F/BUILDING),603,207
5/31/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,107,604
5/31/2014 ,THREATS (FELONY),OUT OF STATE ,302
5/31/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,602,708
5/31/2014 ,"LEWD, INDECENT OR OBSCENE ACT",602,302
5/31/2014 ,THEFT 2 (THEFT F/BUILDING),505,502
5/31/2014 ,ASSAULT WITH A DANGEROUS WEAPON,601,602
6/1/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,OUT OF STATE ,602
6/1/2014 ,CONTEMPT - CONDITION OF RELEASE VIOLATION,704,702
6/1/2014 ,SIMPLE ASSAULT,602,503
6/1/2014 ,ASSAULT ON A POLICE OFFICER [MISD],505,101
6/1/2014 ,ASLT W/I TO COMMIT 3RD DEG SEX ABUSE,504,409
6/1/2014 ,UCSA POSSESSION MARIJUANA,304,304
6/1/2014 ,UCSA POSSESSION OTHER,506,607
6/1/2014 ,SIMPLE ASSAULT,605,605
6/2/2014 ,SIMPLE ASSAULT,606,704
6/2/2014 ,ASSAULT ON A POLICE OFFICER [MISD],601,108
6/2/2014 ,POSSESS PROHIBITED WEAPON,703,304
6/2/2014 ,BURGLARY TWO,405,504
6/2/2014 ,UNAUTHORIZED USE OF A VEHICLE,506,506
6/3/2014 ,ASSAULT ON A POLICE OFFICER [MISD],707,707
6/3/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,505,506
6/3/2014 ,JUVENILE CUSTODY ORDER - FTA,105,JPC
6/3/2014 ,POSS W/I TO DIST A CONTROLLED SUBSTANCE,604,604
6/3/2014 ,SIMPLE ASSAULT,607,603
6/3/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,608,608
6/3/2014 ,POSS OF A CONTROLLED SUBSTANCE -MISD,UNK ,405
6/4/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,104,COURT
6/4/2014 ,UCSA POSSESSION OTHER,507,507
6/4/2014 ,UNAUTHORIZED USE OF A VEHICLE,604,604
6/4/2014 ,UNAUTHORIZED USE OF A VEHICLE,604,604
6/4/2014 ,THEFT SECOND DEGREE,607,607
6/4/2014 ,POSSESSION OF BB GUN ON PUBLIC SPACE,705,706
6/4/2014 ,ASSAULT WITH A DANGEROUS WEAPON,704,403
6/5/2014 ,AGGRAVATED ASSAULT,705,707
6/5/2014 ,THREATS TO DO BODILY HARM - MISD,704,704
6/5/2014 ,BURGLARY TWO,502,502
6/5/2014 ,SIMPLE ASSAULT,701,702
6/5/2014 ,THEFT SECOND DEGREE,708,101
6/5/2014 ,THEFT SECOND DEGREE,608,101
6/5/2014 ,DISORDERLY CONDUCT - DISRUPTING USE OF A PUBLIC CONVEYANCE  ,604,101
6/5/2014 ,ROBBERY SNATCH OR PURSESNATCH,OUT OF STATE ,301
6/5/2014 ,ROBBERY SNATCH OR PURSESNATCH,707,301
6/5/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,708,607
6/6/2014 ,FIRST DEGREE SEX ABUSE - FORCE,706,705
6/6/2014 ,FIRST DEGREE SEX ABUSE - FORCE,707,705
6/6/2014 ,FUGITIVE FROM JUSTICE,OUT OF STATE ,JPC
6/6/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,304,407
6/6/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,602,602
6/6/2014 ,SIMPLE ASSAULT,704,704
6/6/2014 ,"ROBBERY, FORCE & VIOLENCE",704,101
6/7/2014 ,UNAUTHORIZED USE OF A VEHICLE,608,608
6/7/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),407,405
6/7/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),407,405
6/7/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),304,405
6/7/2014 ,ASSAULT WITH A DANGEROUS WEAPON,304,405
6/7/2014 ,ASSAULT W/I TO COMMIT ROBBERY (AWIR),304,405
6/7/2014 ,ADW OTHER DANGEROUS WEAPON,504,507
6/7/2014 ,DESTRUCTION OF PROPERTY - MISD,108,607
6/7/2014 ,SIMPLE ASSAULT,605,605
6/7/2014 ,NO PERMIT,708,605
6/7/2014 ,"ROBBERY, FORCE & VIOLENCE",708,708
6/8/2014 ,SIMPLE ASSAULT,703,703
6/8/2014 ,UCSA POSSESSION OTHER,407,102
6/8/2014 ,FUGITIVE FROM JUSTICE,OUT OF STATE ,404
6/9/2014 ,SIMPLE ASSAULT,506,402
6/9/2014 ,THEFT SECOND DEGREE,105,103
6/9/2014 ,THREATS (FELONY),604,604
6/9/2014 ,OBSTRUCTION OF JUSTICE,705,103
6/10/2014 ,SIMPLE ASSAULT,704,704
6/10/2014 ,AGGRAVATED ASSAULT,705,704
6/10/2014 ,SIMPLE ASSAULT,705,704
6/10/2014 ,SIMPLE ASSAULT,704,704
6/10/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,601,507
6/10/2014 ,ROBBERY SNATCH OR PURSESNATCH,604,608
6/10/2014 ,SIMPLE ASSAULT,506,506
6/11/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,505,505
6/11/2014 ,FELONY MURDER,505,505
6/11/2014 ,BURGLARY TWO,507,507
6/11/2014 ,ROBBERY,403,407
6/11/2014 ,ATTEMPT TO COMMIT ROBBERY,403,407
6/11/2014 ,JUVENILE CUSTODY ORDER - PREPETITION,604,506
6/11/2014 ,SIMPLE ASSAULT,603,603
6/11/2014 ,UCSA POSSESSION OTHER,404,407
6/12/2014 ,JUVENILE CUSTODY ORDER - FTA,603,603
6/12/2014 ,JUVENILE CUSTODY ORDER - FTA,507,JPC
